Diet,Source,Donor,CollectionMet1,Sex,Firmicutes,Bacteroidetes,diet source donor
Western,SI1,HMMouseLFPP,Scraping,Male,0.737330675,0.106352672,WesternSI1HMMouseLFPP
Western,SI1,HMMouseLFPP,Contents,Male,0.742938048,0.081920977,WesternSI1HMMouseLFPP
Western,SI2,CONVR,Contents,Male,0.618465638,0.34801862,WesternSI2CONVR
Western,SI2,HMMouseLFPP,Scraping,Male,0.791516433,0.086642668,WesternSI2HMMouseLFPP
Western,SI2,HMMouseLFPP,Contents,Male,0.578067097,0.327137613,WesternSI2HMMouseLFPP
Western,SI2,HMMouseLFPP,Contents,Male,0.536612213,0.368670383,WesternSI2HMMouseLFPP
Western,SI2,HMMouseLFPP,Scraping,Male,0.710892906,0.153153225,WesternSI2HMMouseLFPP
Western,SI2,HMMouseLFPP,Contents,Male,0.66641529,0.167547241,WesternSI2HMMouseLFPP
Western,SI5,CONVR,Contents,Male,0.820124246,0.022743006,WesternSI5CONVR
Western,SI5,CONVR,Scraping,Male,0.800556121,0.125086933,WesternSI5CONVR
Western,SI5,HMMouseLFPP,Scraping,Male,0.557971195,0.088768183,WesternSI5HMMouseLFPP
Western,SI5,HMMouseLFPP,Contents,Male,0.488051666,0.100183891,WesternSI5HMMouseLFPP
Western,SI5,HMMouseLFPP,Scraping,Male,0.816151407,0.091924473,WesternSI5HMMouseLFPP
Western,SI5,HMMouseLFPP,Scraping,Male,0.564451776,0.260208248,WesternSI5HMMouseLFPP
Western,SI5,HMMouseLFPP,Contents,Male,0.869436391,0.054896214,WesternSI5HMMouseLFPP
Western,SI5,HMMouseLFPP,Scraping,Male,0.760994463,0.106437294,WesternSI5HMMouseLFPP
Western,SI5,HMMouseLFPP,Contents,Male,0.701024522,0.081306088,WesternSI5HMMouseLFPP
Western,SI5,HMMouseLFPP,Scraping,Male,0.755922655,0.086862952,WesternSI5HMMouseLFPP
Western,SI5,HMMouseLFPP,Contents,Male,0.725111627,0.078008985,WesternSI5HMMouseLFPP
Western,SI9,HMMouseLFPP,Scraping,Male,0.669442293,0.160699474,WesternSI9HMMouseLFPP
Western,SI9,HMMouseLFPP,Contents,Male,0.69837605,0.128383669,WesternSI9HMMouseLFPP
Western,SI9,HMMouseLFPP,Contents,Male,0.702369858,0.002843672,WesternSI9HMMouseLFPP
Western,SI9,HMMouseLFPP,Contents,Male,0.532341731,0.377102275,WesternSI9HMMouseLFPP
Western,SI9,HMMouseLFPP,Contents,Male,0.566169,0.367488782,WesternSI9HMMouseLFPP
Western,SI9,HMMouseLFPP,Contents,Male,0.709567376,0.048975009,WesternSI9HMMouseLFPP
Western,Stomach,HMMouseLFPP,Scraping,Male,0.784894457,0.094864121,WesternStomachHMMouseLFPP
Western,Stomach,HMMouseLFPP,Contents,Male,0.78111229,0.09090916,WesternStomachHMMouseLFPP
Western,Stomach,HMMouseLFPP,Scraping,Male,0.523597703,0.341050825,WesternStomachHMMouseLFPP
Western,Stomach,HMMouseLFPP,Contents,Male,0.674218087,0.2513485,WesternStomachHMMouseLFPP
Western,Stomach,HMMouseLFPP,Scraping,Male,0.588085298,0.317446877,WesternStomachHMMouseLFPP
Western,Stomach,HMMouseLFPP,Contents,Male,0.429760341,0.305922727,WesternStomachHMMouseLFPP
Western,Stomach,HMMouseLFPP,Contents,Male,0.650434962,0.092173977,WesternStomachHMMouseLFPP
